permno,permco,cusip,comnam,namedt,nameenddt,end_date,st_date,siccd,gvkey
21838,58658,25862B10,DOUBLEDOWN INTERACTIVE CO LTD,2021-08-31,2023-12-29,2023-12-29,2021-08-31,9999,036559
21841,58659,24984530,DERMATA THERAPEUTICS INC,2021-08-13,2023-03-13,2023-12-29,2021-08-13,9999,038993
21842,58660,28658R10,ELIEM THERAPEUTICS INC,2021-08-10,2023-12-29,2023-12-29,2021-08-10,9999,039271
21843,58661,29882P10,EUROPEAN WAX CENTER INC,2021-08-05,2023-12-29,2023-12-29,2021-08-05,9999,039365
21844,58662,34417J10,FOCUS UNIVERSAL INC,2021-08-31,2023-12-29,2023-12-29,2021-08-31,9999,021295
21845,58563,G3681610,FRONTIER INVESTMENT CORP,2021-08-23,2023-12-29,2023-12-29,2021-08-23,9999,039126
21847,58663,G6529J10,NEXTERS INC,2021-08-27,2022-02-27,2023-12-29,2021-08-27,9999,039530
21853,58666,M5307113,ICECURE MEDICAL LTD,2021-08-26,2023-12-29,2023-12-29,2021-08-26,9999,296810
21854,58574,45986710,INTERNATIONAL MEDIA ACQ CORP,2021-08-17,2023-12-29,2023-12-29,2021-08-17,9999,038609
21859,58478,G2263T12,COLISEUM ACQUISITION CORP,2021-08-13,2023-12-29,2023-12-29,2021-08-13,9999,038444
21860,58481,82443010,NORTHERN LIGHTS ACQUISITION CORP,2021-08-18,2022-09-28,2023-12-29,2021-08-18,9999,038935
21861,58670,68417L10,ORANGE COUNTY BANCORP INC,2021-08-05,2023-12-29,2023-12-29,2021-08-05,9999,116675
21863,58673,69764K10,PALTALK INC,2021-08-03,2023-12-29,2023-12-29,2021-08-03,9999,028551
21866,58674,71681740,PETVIVO HOLDINGS INC,2021-08-11,2023-12-29,2023-12-29,2021-08-11,9999,020074
21867,58675,71715X20,PHARMACYTE BIOTECH INC,2021-08-10,2023-12-29,2023-12-29,2021-08-10,9999,155913
21874,58679,G7500M10,RENEW ENERGY GLOBAL PLC,2021-08-24,2023-12-29,2023-12-29,2021-08-24,9999,331125
21875,58680,75989R10,RENOVORX INC,2021-08-26,2023-12-29,2023-12-29,2021-08-26,9999,039411
21876,58681,88675P10,ROTH C H ACQUISITION IV CO,2021-08-31,2023-05-23,2023-12-29,2021-08-31,9999,039185
21882,58684,84387830,SOUTHERN STATES BANCSHARES INC,2021-08-12,2023-12-29,2023-12-29,2021-08-12,9999,039261
21883,58491,88605L10,THUNDER BRIDGE CAP PRTNR IV INC,2021-08-20,2023-12-29,2023-12-29,2021-08-20,9999,038405
21884,58494,G2426E10,CORNER GROWTH ACQUISITION CORP 2,2021-08-09,2023-12-29,2023-12-29,2021-08-09,9999,038554
21886,58689,98139Q20,WORKSPORT LTD,2021-08-04,2023-12-29,2023-12-29,2021-08-04,9999,035019
21887,58690,27888N40,ECOARK HOLDINGS INC,2021-08-04,2023-03-20,2023-12-29,2021-08-04,9999,027086
21889,58691,39531G30,GREENIDGE GENERATION HLDGS INC,2021-09-15,2023-05-15,2023-12-29,2021-09-15,9999,039564
21891,58693,24477E10,DEFINITIVE HEALTHCARE CORP,2021-09-15,2023-12-29,2023-12-29,2021-09-15,9999,039476
21892,58694,74276L10,PROCEPT BIOROBOTICS CORP,2021-09-15,2023-12-29,2023-12-29,2021-09-15,9999,039453
21893,58695,88546E10,THOUGHTWORKS HOLDING INC,2021-09-15,2023-12-29,2023-12-29,2021-09-15,9999,039482
21895,58697,35805410,FRESHWORKS INC,2021-09-22,2023-12-29,2023-12-29,2021-09-22,9999,039539
21897,58699,85917T10,STERLING CHECK CORP,2021-09-23,2023-12-29,2023-12-29,2021-09-23,9999,039540
21904,58702,03213A10,AMPLITUDE INC,2021-09-28,2023-12-29,2023-12-29,2021-09-28,9999,039555
21906,58704,29249E10,ENACT HOLDINGS INC,2021-09-16,2023-12-29,2023-12-29,2021-09-16,9999,038753
21907,58641,68218J10,AVISTA PUBLIC ACQ CORP II,2021-09-30,2022-11-01,2023-12-29,2021-09-30,9999,039399
21908,58546,14292210,ALPHA HEALTHCARE ACQ CORP III,2021-09-16,2023-07-16,2023-12-29,2021-09-16,9999,038242
21909,58642,51655R10,A M C I ACQUISITION CORP II,2021-09-24,2023-02-09,2023-12-29,2021-09-24,9999,039381
21910,58547,G8509410,STONEBRIDGE ACQUISITION CORP,2021-09-07,2023-12-29,2023-12-29,2021-09-07,9999,038641
21911,58548,G6329011,ALPHA PARTNERS TECH MERGER CORP,2021-09-17,2023-12-29,2023-12-29,2021-09-17,9999,038120
21912,58706,04012610,ARGO BLOCKCHAIN PLC,2021-09-23,2023-12-29,2023-12-29,2021-09-23,9999,327832
21913,58708,G0567U10,ARQIT QUANTUM INC,2021-09-07,2023-12-29,2023-12-29,2021-09-07,9999,039589
21914,58644,19393910,ABRI S P A C I INC,2021-09-03,2023-10-25,2023-12-29,2021-09-03,9999,039259
21916,58712,10950410,BRILLIANT EARTH GROUP INC,2021-09-23,2023-12-29,2023-12-29,2021-09-23,9999,039556
21920,58713,05581M40,B T C S INC,2021-09-14,2023-12-29,2023-12-29,2021-09-14,9999,019767
21922,58714,20848V10,CONSENSUS CLOUD SOLUTIONS INC,2021-10-08,2023-12-29,2023-12-29,2021-10-08,9999,039787
21923,58651,93042P10,C H W ACQUISITION CORP,2021-09-24,2022-08-09,2023-12-29,2021-09-24,9999,038426
21924,58556,18915E10,CLOVER LEAF CAPITAL CORP,2021-09-09,2023-12-29,2023-12-29,2021-09-09,9999,038608
21927,58718,25400Q10,DIGITAL WORLD ACQUISITION CORP,2021-09-30,2023-12-29,2023-12-29,2021-09-30,0,038881
21930,58720,30231430,EZFILL HOLDINGS INC,2021-09-15,2023-04-26,2023-12-29,2021-09-15,0,038932
21931,58722,G4236L13,GUARDFORCE AI CO LTD,2021-09-29,2023-02-09,2023-12-29,2021-09-29,9999,039434
21932,58664,37653T10,GLADSTONE ACQUISITION CORP,2021-09-27,2022-10-16,2023-12-29,2021-09-27,9999,038042
21933,58726,22979010,CUE HEALTH INC,2021-09-24,2023-12-29,2023-12-29,2021-09-24,9999,039563
21935,58728,M549GJ11,INTERCURE LTD,2021-09-01,2023-12-29,2023-12-29,2021-09-01,9999,287562
21938,58729,04625J30,ASSURE HOLDINGS CORP,2021-09-29,2023-03-05,2023-12-29,2021-09-29,9999,031653
21939,58731,70261F10,PASITHEA THERAPEUTICS CORP,2021-09-15,2023-12-29,2023-12-29,2021-09-15,9999,039089
21940,58732,N5258610,LILIUM N V,2021-09-15,2023-12-29,2023-12-29,2021-09-15,9999,039656
21941,58733,G5709L10,LUMIRADX LTD,2021-09-29,2023-12-29,2023-12-29,2021-09-29,9999,037813
21942,58734,53227510,LIGHTWAVE LOGIC INC,2021-09-01,2023-12-29,2023-12-29,2021-09-01,9999,106233
21943,58580,58938110,MERCURY ECOMMERCE ACQ CORP,2021-09-17,2023-01-03,2023-12-29,2021-09-17,9999,038519
21947,58736,57778N30,MAWSON INFRASTRUCTURE GROUP INC,2021-09-29,2023-02-08,2023-12-29,2021-09-29,9999,038328
21948,58669,G6759A10,NOVA VISION ACQUISITION CORP,2021-09-30,2023-12-29,2023-12-29,2021-09-30,9999,039027
21949,58737,67936910,OLAPLEX HOLDINGS INC,2021-09-30,2023-12-29,2023-12-29,2021-09-30,9999,039544
21950,58738,68217M10,OMNIQ CORP,2021-09-02,2023-12-29,2023-12-29,2021-09-02,9999,155894
21954,58589,G7185D10,PORTAGE FINTECH ACQ CORP,2021-09-10,2023-10-15,2023-12-29,2021-09-10,9999,039050
21955,58741,L7756P10,PROCAPS GROUP S A,2021-09-30,2023-12-29,2023-12-29,2021-09-30,9999,039782
21957,58742,75960P10,REMITLY GLOBAL INC,2021-09-23,2023-12-29,2023-12-29,2021-09-23,9999,039547
21959,58743,82659910,SIGMA LITHIUM CORP,2021-09-13,2023-12-29,2023-12-29,2021-09-13,9999,033728
21962,58746,84612U10,SOVOS BRANDS INC,2021-09-23,2023-12-29,2023-12-29,2021-09-23,9999,039542
21964,58747,H8088L10,SPORTRADAR GROUP A G,2021-09-14,2023-12-29,2023-12-29,2021-09-14,9999,039457
21966,58685,85205U10,SPRINGWATER SPECIAL SIT CORP,2021-09-23,2023-08-16,2023-12-29,2021-09-23,9999,038337
21970,58750,90240B10,TYRA BIOSCIENCES INC,2021-09-15,2023-12-29,2023-12-29,2021-09-15,9999,039477
21971,58612,29758410,TRADEUP ACQUISITION CORP,2021-09-07,2023-10-01,2023-12-29,2021-09-07,9999,038535
21972,58751,92512J10,VERSABANK,2021-09-22,2023-12-29,2023-12-29,2021-09-22,9999,018619
21974,58618,G9831X10,XPAC ACQUISITION CORP,2021-09-20,2023-07-30,2023-12-29,2021-09-20,9999,038818
22081,58777,05368X10,AVIDXCHANGE HOLDINGS INC,2021-10-13,2023-12-29,2023-12-29,2021-10-13,9999,039685
22084,58778,37637K10,GITLAB INC,2021-10-14,2023-12-29,2023-12-29,2021-10-14,9999,039687
22085,58779,73642K10,PORTILLOS INC,2021-10-21,2023-12-29,2023-12-29,2021-10-21,9999,039756
22088,58782,34379V10,FLUENCE ENERGY INC,2021-10-28,2023-12-29,2023-12-29,2021-10-28,9999,039751
22177,58822,04302A10,ARTERIS INC,2021-10-27,2023-12-29,2023-12-29,2021-10-27,9999,039805
22178,58823,00949610,AIRSCULPT TECHNOLOGIES INC,2021-10-29,2023-12-29,2023-12-29,2021-10-29,9999,039830
22179,58824,02083E20,ALPINE 4 HOLDINGS INC,2021-10-20,2023-05-14,2023-12-29,2021-10-20,9999,029531
22181,58825,M1R95N10,ARBE ROBOTICS LTD,2021-10-08,2023-12-29,2023-12-29,2021-10-08,9999,039724
22182,58827,01565810,ALGOMA STEEL GROUP INC,2021-10-20,2023-12-29,2023-12-29,2021-10-20,9999,001263
22183,58828,05105P10,AUGMEDIX INC,2021-10-26,2023-12-29,2023-12-29,2021-10-26,9999,038239
22184,58829,05153U10,AURA BIOSCIENCES INC,2021-10-29,2023-12-29,2023-12-29,2021-10-29,9999,039872
22185,58832,09807050,BONE BIOLOGICS CORP,2021-10-13,2023-06-06,2023-12-29,2021-10-13,9999,026579
22186,58833,09077D20,BIOFRONTERA INC,2021-10-29,2023-07-04,2023-12-29,2021-10-29,9999,039342
22187,58710,06664410,BANNIX ACQUISITION CORP,2021-10-28,2023-12-29,2023-12-29,2021-10-28,9999,039268
22193,58650,92337210,CENAQ ENERGY CORP,2021-10-04,2023-02-15,2023-12-29,2021-10-04,9999,038397
22194,58839,19243B10,COGNITION THERAPEUTICS INC,2021-10-08,2023-12-29,2023-12-29,2021-10-08,9999,039290
22195,58840,14888L10,CATALYST BANCORP INC,2021-10-13,2023-12-29,2023-12-29,2021-10-13,9999,039376
22196,58841,21077P10,CONTEXT THERAPEUTICS INC,2021-10-20,2023-12-29,2023-12-29,2021-10-20,0,039633
22199,58842,92846Q10,VITA COCO CO INC,2021-10-21,2023-12-29,2023-12-29,2021-10-21,9999,039749
22200,58843,23257B10,CYNGN INC,2021-10-20,2023-12-29,2023-12-29,2021-10-20,9999,039575
22203,58848,30223G10,EXSCIENTIA PLC,2021-10-01,2023-12-29,2023-12-29,2021-10-01,9999,039636
22204,58853,33748L10,FIRST WATCH RESTAURANT GROUP INC,2021-10-01,2023-12-29,2023-12-29,2021-10-01,9999,039595
22206,58856,G3938710,GLOBALFOUNDRIES INC,2021-10-28,2023-12-29,2023-12-29,2021-10-28,9999,039822
22207,58723,37149D20,GENERATION INCOME PROPERTIES INC,2021-10-04,2023-12-29,2023-12-29,2021-10-04,9999,034753
22209,58859,42227W20,HEALTHCARE TRIANGLE INC,2021-10-13,2023-05-25,2023-12-29,2021-10-13,0,039552
22210,58860,60369310,MINK THERAPEUTICS INC,2021-10-15,2023-12-29,2023-12-29,2021-10-15,9999,039642
22213,58865,54948X10,LUCID DIAGNOSTICS INC,2021-10-14,2023-12-29,2023-12-29,2021-10-14,9999,039728
22217,58868,57135420,MARPAI INC,2021-10-27,2023-06-28,2023-12-29,2021-10-27,9999,039598
22220,58872,65345N10,NEXTNAV INC,2021-10-29,2023-12-29,2023-12-29,2021-10-29,9999,039992
22221,58873,67092M20,NUTRIBAND INC,2021-10-01,2023-12-29,2023-12-29,2021-10-01,9999,031942
22222,58874,67079A10,NUVEI CORP,2021-10-06,2023-12-29,2023-12-29,2021-10-06,9999,036995
22223,58672,47714H10,OXBRIDGE ACQUISITION CORP,2021-10-01,2023-08-10,2023-12-29,2021-10-01,9999,039412
22224,58739,G6859L10,OXUS ACQUISITION CORP,2021-10-06,2023-12-29,2023-12-29,2021-10-06,9999,039471
22225,58676,00810J10,PONO CAPITAL CORP,2021-10-08,2023-02-05,2023-12-29,2021-10-08,9999,039169
22228,58677,69291C10,P H P VENTURES ACQUISITION CORP,2021-10-04,2023-12-29,2023-12-29,2021-10-04,9999,038956
22229,58881,74732410,PYXIS ONCOLOGY INC,2021-10-08,2023-12-29,2023-12-29,2021-10-08,9999,039683
22232,58882,76010Y10,RENT THE RUNWAY INC,2021-10-27,2023-12-29,2023-12-29,2021-10-27,9999,039819
22236,58884,G7627910,ROIVANT SCIENCES LTD,2021-10-01,2023-12-29,2023-12-29,2021-10-01,9999,039791
22237,58886,78163D10,RUNWAY GROWTH FINANCE CORP,2021-10-21,2023-12-29,2023-12-29,2021-10-21,9999,040353
22238,58890,86337R20,STRONGHOLD DIGITAL MINING INC,2021-10-20,2023-05-15,2023-12-29,2021-10-20,9999,039354
22239,58891,92854T10,VIVID SEATS INC,2021-10-19,2023-12-29,2023-12-29,2021-10-19,9999,027251
22240,58894,88369M10,THESEUS PHARMACEUTICALS INC,2021-10-07,2023-12-29,2023-12-29,2021-10-07,9999,039665
22244,58895,29384C10,ENTRADA THERAPEUTICS INC,2021-10-29,2023-12-29,2023-12-29,2021-10-29,9999,039869
22245,58896,90138410,2SEVENTY BIO INC,2021-11-05,2023-12-29,2023-12-29,2021-11-05,9999,039907
22248,58897,90268510,UDEMY INC,2021-10-29,2023-12-29,2023-12-29,2021-10-29,9999,039818
22253,58687,00792J10,10X CAPITAL VENTURE ACQ CORP II,2021-10-01,2023-12-06,2023-12-29,2021-10-01,9999,038240
22255,58901,92864V20,VOLCON INC,2021-10-06,2023-10-15,2023-12-29,2021-10-06,9999,039632
22256,58902,92332V10,VENTYX BIOSCIENCES INC,2021-10-21,2023-12-29,2023-12-29,2021-10-21,9999,039774
22257,58752,97655B10,WINVEST ACQUISITION CORP,2021-10-04,2023-12-29,2023-12-29,2021-10-04,9999,039458
22258,58905,98422T10,XILIO THERAPEUTICS INC,2021-10-22,2023-12-29,2023-12-29,2021-10-22,9999,039806
22259,58906,98420Q30,XORTX THERAPEUTICS INC,2021-10-13,2023-11-13,2023-12-29,2021-10-13,9999,033483
22260,58907,01675A10,ALLBIRDS INC,2021-11-03,2023-12-29,2023-12-29,2021-11-03,9999,039546
22261,56595,G8891210,TIZIANA LIFE SCIENCES LTD,2021-10-21,2023-12-29,2023-12-29,2021-10-21,9999,240066
22262,58908,04035M10,ARHAUS INC,2021-11-04,2023-12-29,2023-12-29,2021-11-04,9999,039820
22263,58909,64082B10,NERDWALLET INC,2021-11-04,2023-12-29,2023-12-29,2021-11-04,9999,039867
22265,58911,76954A10,RIVIAN AUTOMOTIVE INC,2021-11-10,2023-12-29,2023-12-29,2021-11-10,9999,039811
22266,58912,30219Q10,EXPENSIFY INC,2021-11-10,2023-12-29,2023-12-29,2021-11-10,9999,039895
22267,58914,10576N10,BRAZE INC,2021-11-17,2023-12-29,2023-12-29,2021-11-17,9999,039942
22271,58639,04208V10,ARMADA ACQUISITION CORP I,2021-11-10,2023-12-29,2023-12-29,2021-11-10,9999,039408
22272,58705,67644C10,AESTHER HEALTHCARE ACQ CORP,2021-11-05,2023-02-14,2023-12-29,2021-11-05,9999,039573
22274,58918,00777C20,ADVANCED HUMAN IMAGING LTD,2021-11-19,2022-12-18,2023-12-29,2021-11-19,9999,322717
22279,58831,00444X10,ACHARI VENTURES HLDGS CORP I,2021-11-17,2023-12-29,2023-12-29,2021-11-17,9999,039720
22280,58921,07279B10,BAYFIRST FINANCIAL CORP,2021-11-30,2023-12-29,2023-12-29,2021-11-30,9999,025476
22281,58923,42238H10,HEARTBEAM INC,2021-11-11,2023-12-29,2023-12-29,2021-11-11,9999,039592
22282,58834,22677T10,CRIXUS B H 3 ACQUISITION CO,2021-11-26,2023-11-21,2023-12-29,2021-11-26,9999,039574
22284,58924,09563330,BLUEJAY DIAGNOSTICS INC,2021-11-10,2023-07-23,2023-12-29,2021-11-10,9999,039821
22286,58925,09229E30,BLACKBOXSTOCKS INC,2021-11-10,2023-04-10,2023-12-29,2021-11-10,9999,026630
22287,58927,05637B10,BACKBLAZE INC,2021-11-11,2023-12-29,2023-12-29,2021-11-11,9999,039910
22289,58928,09065560,BIORESTORATIVE THERAPIES INC,2021-11-05,2023-12-29,2023-12-29,2021-11-05,9999,066042
22290,58929,09606H20,BLUE STAR FOODS CORP,2021-11-03,2023-06-20,2023-12-29,2021-11-03,9999,036213
22291,58930,0557MQ20,B T BRANDS INC,2021-11-12,2023-12-29,2023-12-29,2021-11-12,9999,036481
22295,58932,20454B10,COMPASS THERAPEUTICS INC,2021-11-02,2023-12-29,2023-12-29,2021-11-02,9999,037364
22296,58935,48115J10,JOURNEY MEDICAL CORP,2021-11-12,2023-12-29,2023-12-29,2021-11-12,9999,039941
22297,58936,25381D20,DIGIHOST TECHNOLOGY INC,2021-11-15,2023-12-29,2023-12-29,2021-11-15,9999,036218
22298,58939,10919W40,BRIGHT MINDS BIOSCIENCES INC,2021-11-08,2023-07-13,2023-12-29,2021-11-08,9999,038223
22301,58941,31813A10,FINWISE BANCORP,2021-11-19,2023-12-29,2023-12-29,2021-11-19,9999,039263
22302,58943,31812F10,FINWARD BANCORP,2021-11-03,2023-12-29,2023-12-29,2021-11-03,9999,107644
22303,58854,56608A10,MARBLEGATE ACQUISITION CORP,2021-11-22,2023-12-29,2023-12-29,2021-11-22,9999,039619
22305,58724,42600H10,HENNESSY CAPITAL INV CORP VI,2021-11-19,2023-12-29,2023-12-29,2021-11-19,9999,038334
22308,58725,G4R23P10,H H G CAPITAL CORP,2021-11-11,2023-12-29,2023-12-29,2021-11-11,0,038044
22311,58946,Y3894J18,IMPERIAL PETROLEUM INC,2021-12-06,2023-04-27,2023-12-29,2021-12-06,9999,040399
22312,58948,44977810,IO BIOTECH INC,2021-11-05,2023-12-29,2023-12-29,2021-11-05,9999,039899
22313,58730,46125A10,INFLECTION POINT ACQ CORP,2021-11-12,2023-02-13,2023-12-29,2021-11-12,9999,038258
22316,58950,Q4982L10,IRIS ENERGY LTD,2021-11-17,2023-12-29,2023-12-29,2021-11-17,9999,039960
22317,58863,G5000D10,I X ACQUISITION CORP,2021-11-29,2023-12-29,2023-12-29,2021-11-29,9999,039664
22319,58956,53000N10,LIANBIO,2021-11-01,2023-12-29,2023-12-29,2021-11-01,9999,039813
22320,58959,83336J20,SNOW LAKE RESOURCES LTD,2021-11-19,2023-12-29,2023-12-29,2021-11-19,9999,038526
22321,58960,55003A10,LULUS FASHION LOUNGE HLDGS INC,2021-11-11,2023-12-29,2023-12-29,2021-11-11,9999,039882
22327,58968,62857X10,MYNARIC A G,2021-11-12,2023-12-29,2023-12-29,2021-11-12,9999,325778
22328,58969,N5436L10,MAINZ BIOMED B V,2021-11-05,2023-01-29,2023-12-29,2021-11-05,9999,039879
22329,58973,Y6430L20,OCEANPAL INC,2021-11-30,2022-12-21,2023-12-29,2021-11-30,9999,040285
22332,58876,71902K10,PHOENIX BIOTECH ACQ CORP,2021-11-26,2023-12-29,2023-12-29,2021-11-26,9999,039649
22333,58974,49382L10,KIDPIK CORP,2021-11-11,2023-12-29,2023-12-29,2021-11-11,9999,039838
22334,58975,75601G10,REAL GOOD FOOD CO INC,2021-11-05,2023-12-29,2023-12-29,2021-11-05,9999,039877
22341,58892,45694810,SPORTSMAP TECH ACQUISITION CORP,2021-11-16,2023-12-19,2023-12-29,2021-11-16,9999,039789
22342,58979,83370P10,SOCIETY PASS INC,2021-11-09,2023-12-29,2023-12-29,2021-11-09,9999,039557
22343,58980,86260J10,STRAN & CO INC,2021-11-09,2022-12-15,2023-12-29,2021-11-09,9999,039835
22344,58981,86882L20,SURGEPAYS INC,2021-11-02,2023-12-29,2023-12-29,2021-11-02,9999,033382
22345,58984,88422P10,THIRD COAST BANCSHARES INC,2021-11-09,2023-12-29,2023-12-29,2021-11-09,9999,039902
22346,58985,87251T10,T G VENTURE ACQ CORP,2021-11-22,2023-12-29,2023-12-29,2021-11-22,9999,039425
22347,58986,88870520,TIVIC HEALTH SYSTEMS INC,2021-11-11,2023-08-22,2023-12-29,2021-11-11,9999,039618
22348,58988,87951230,TELESAT CORP,2021-11-19,2023-12-29,2023-12-29,2021-11-19,9999,178518
22351,58989,92244V10,VAXXINITY INC,2021-11-11,2023-12-29,2023-12-29,2021-11-11,9999,039868
22424,59023,41810010,HASHICORP INC,2021-12-09,2023-12-29,2023-12-29,2021-12-09,9999,039391
22520,59052,G0085J11,ADS TEC ENERGY PLC,2021-12-23,2023-12-29,2023-12-29,2021-12-23,9999,037694
22521,58821,02157M10,ALTENERGY ACQUISITION CORP,2021-12-13,2023-12-29,2023-12-29,2021-12-13,9999,039856
22523,59054,01674430,ALLARITY THERAPEUTICS INC,2021-12-21,2023-03-26,2023-12-29,2021-12-21,9999,322154
22527,58920,04045010,ARISZ ACQUISITION CORP,2021-12-09,2023-12-29,2023-12-29,2021-12-09,9999,040008
22529,58922,G1176510,BLOCKCHAIN COIN ACQ CORP I,2021-12-31,2023-12-29,2023-12-29,2021-12-31,9999,039529
22530,59059,09063M20,BIONOMICS LTD,2021-12-16,2023-12-29,2023-12-29,2021-12-16,9999,248780
22531,58931,G2061X10,CHAIN BRIDGE I,2021-12-31,2023-12-29,2023-12-29,2021-12-31,9999,038443
22532,58837,G1745A10,CACTUS ACQUISITION CORP 1 LTD,2021-12-30,2023-12-29,2023-12-29,2021-12-30,9999,039852
22535,58838,G2476C10,COMPASS DIGITAL ACQ CORP,2021-12-06,2023-12-29,2023-12-29,2021-12-06,9999,039646
22536,59063,L1826810,CODERE ONLINE LUXEMBOURG S A,2021-12-01,2023-12-29,2023-12-29,2021-12-01,9999,037461
22537,59064,22529Y40,CREATIVE MEDICAL TECH HLDGS INC,2021-12-03,2023-06-11,2023-12-29,2021-12-03,9999,182902
22538,59066,17248W20,CINGULATE INC,2021-12-08,2023-11-29,2023-12-29,2021-12-08,9999,039620
22539,58937,25389310,DIGITAL HEALTH ACQUISITION CORP,2021-12-30,2023-12-29,2023-12-29,2021-12-30,9999,037866
22540,58844,24373310,DEEP MEDICINE ACQUISITION CORP,2021-12-02,2023-12-29,2023-12-29,2021-12-02,9999,039647
22543,58938,G2R05B10,D P CAP ACQUISITION CORP I,2021-12-30,2023-12-29,2023-12-29,2021-12-30,9999,039949
22546,58847,G3R95N10,ESGEN ACQUISITION CORP,2021-12-13,2023-12-29,2023-12-29,2021-12-13,9999,039748
22548,58721,36118W10,FUTURE HEALTH E S G CORP,2021-12-08,2023-12-29,2023-12-29,2021-12-08,9999,039455
22549,58851,34417L10,FOCUS IMPACT ACQUISITION CORP,2021-12-20,2023-12-29,2023-12-29,2021-12-20,9999,039262
22551,59070,31788K10,FINGERMOTION INC,2021-12-28,2023-12-29,2023-12-29,2021-12-28,9999,032367
22552,58942,G3R34K10,FINNOVATE ACQUISITION CORP,2021-12-08,2023-12-29,2023-12-29,2021-12-08,9999,039891
22554,58944,34969G10,FORTUNE RISE ACQUISITION CORP,2021-12-27,2023-12-29,2023-12-29,2021-12-27,9999,038898
22556,59077,37892F10,GLOBALINK INVESTMENT INC,2021-12-23,2023-12-29,2023-12-29,2021-12-23,9999,040310
22557,59079,36870W10,GENENTA SCIENCE S P A,2021-12-15,2023-12-29,2023-12-29,2021-12-15,9999,040237
22558,59080,G4124C10,GRAB HOLDINGS LTD,2021-12-02,2023-12-29,2023-12-29,2021-12-02,9999,036965
22559,58858,G3934N10,GLOBAL TECHNOLOGY ACQ CORP I,2021-12-17,2023-12-29,2023-12-29,2021-12-17,9999,039212
22561,59083,45824Q50,INTEGRITY APPLICATIONS INC,2021-12-10,2022-03-13,2023-12-29,2021-12-10,9999,017024
22562,59085,45258H10,IMMIX BIOPHARMA INC,2021-12-16,2023-12-29,2023-12-29,2021-12-16,9999,039677
22563,58947,45827K10,INTEGRAL ACQUISITION CORP 1,2021-12-16,2023-12-29,2023-12-29,2021-12-16,9999,039581
22565,58951,G3142E10,8I ACQUISITION 2 CORP,2021-12-14,2022-11-17,2023-12-29,2021-12-14,9999,038885
22567,58955,G5338L10,L A M F GLOBAL VENTURES CORP I,2021-12-30,2023-12-29,2023-12-29,2021-12-30,9999,023672
22570,58957,53118A10,LIBERTY RESOURCES ACQ CORP,2021-12-27,2023-12-29,2023-12-29,2021-12-27,9999,039586
22573,58962,G6301J10,MOUNTAIN & CO I ACQ CORP,2021-12-27,2023-12-29,2023-12-29,2021-12-27,9999,039512
22574,58963,62404B10,MOUNTAIN CREST ACQ CORP V,2021-12-02,2023-12-29,2023-12-29,2021-12-02,9999,039854
22580,58870,G6448C10,NEWCOURT ACQUISITION CORP,2021-12-10,2023-12-29,2023-12-29,2021-12-10,9999,038400
22582,58970,64823D10,NEW PROVIDENCE ACQ CORP II,2021-12-27,2023-12-29,2023-12-29,2021-12-27,9999,038798
22583,59092,M7424010,NEUROSENSE THERAPEUTICS LTD,2021-12-09,2023-12-29,2023-12-29,2021-12-09,9999,039912
22586,59094,65344E10,NEXGEL INC,2021-12-22,2023-12-29,2023-12-29,2021-12-22,9999,034624
22588,58972,G6755Q10,ONYX ACQUISITION CO I,2021-12-10,2023-12-29,2023-12-29,2021-12-10,9999,039855
22589,58877,84753T10,PERCEPTION CAPITAL CORP II,2021-12-20,2023-10-19,2023-12-29,2021-12-20,9999,038612
22591,58879,G7255610,PROJECT ENERGY REIM ACQ CORP,2021-12-20,2023-12-29,2023-12-29,2021-12-20,9999,038520
22594,58880,G7002110,PEPPERLIME HEALTH ACQ CORP,2021-12-09,2023-12-29,2023-12-29,2021-12-09,9999,039764
22595,59097,16723910,CHICAGO ATLANTIC REAL ES FIN INC,2021-12-08,2023-12-29,2023-12-29,2021-12-08,9999,039964
22596,59098,26205E10,R O C ENERGY ACQ CORP,2021-12-29,2023-06-20,2023-12-29,2021-12-29,9999,040224
22598,59101,80100R40,SANGOMA TECHNOLOGIES CORP,2021-12-16,2023-12-29,2023-12-29,2021-12-16,9999,106965
22602,59102,82616520,SIDUS SPACE INC,2021-12-14,2023-12-19,2023-12-29,2021-12-14,9999,040305
22603,55896,M8261811,SCISPARC LTD,2021-12-22,2023-09-27,2023-12-29,2021-12-22,9999,292284
22608,58898,G8893511,TKB CRITICAL TECHNOLOGIES 1,2021-12-17,2023-09-20,2023-12-29,2021-12-17,9999,039862
22610,59106,91854V20,VACASA INC,2021-12-07,2023-10-02,2023-12-29,2021-12-07,9999,038288
22612,58992,92838J10,VISION SENSING ACQ CORP,2021-12-23,2023-12-29,2023-12-29,2021-12-23,9999,039736
22615,58903,G0136H10,WORLDWIDE WEBB ACQ CORP,2021-12-10,2023-11-07,2023-12-29,2021-12-10,9999,039746
22616,58904,30069X10,EXCELFIN ACQUISITION CORP,2021-12-13,2023-12-29,2023-12-29,2021-12-13,9999,039817
22618,59110,87265710,T P G INC,2022-01-13,2023-12-29,2023-12-29,2022-01-13,9999,040535
